tsne_1,tsne_2,temp_zscore
-12.884543,14.531933,0.67374706
13.665363,-17.788565,1.5160643
-7.2802825,18.600012,-0.54293334
8.577462,-13.12807,0.11220226
-16.26967,10.500174,0.86092865
37.538708,13.081256,1.7968366
29.695484,-9.755298,-1.0108874
34.82215,2.0047288,-1.0108874
-41.99136,-7.2104416,-0.16857015
35.28218,2.4345949,0.018611453
26.612316,-12.914394,0.58015627
6.310571,5.722452,-0.54293334
38.026123,12.821683,0.86092865
28.046028,-12.092237,-1.0108874
-16.07759,11.216788,0.67374706
38.70318,16.783382,1.7968366
6.0362372,0.3535155,-0.26216096
-51.6422,2.2761,-1.0108874
5.789682,-0.74158007,1.2352918
9.570544,-14.645165,0.29938385
-27.343912,-8.473017,0.86092865
4.904595,12.576689,1.2352918
2.7064817,13.233036,-0.54293334
-15.623599,10.691425,-1.0108874
-14.830502,12.469895,-0.54293334
6.207109,-5.8201723,-1.198069
2.9635055,13.496554,-0.54293334
-21.14602,-0.6422687,0.48656544
7.68093,-12.410688,-1.0108874
9.426062,-14.484257,0.86092865
11.896068,-16.590996,0.67374706
-39.856785,-8.57711,0.29938385
20.122465,-17.672228,-1.5724322
23.354563,-16.145237,-0.63652414
22.486156,-16.120728,1.0481102
-11.649893,15.368027,0.48656544
22.638792,-16.304598,-1.0108874
37.530914,10.186653,-0.07497935
-52.34042,3.535585,-1.0108874
16.657415,-17.673674,0.11220226
21.687328,-16.54396,0.86092865
-28.457235,-9.125459,0.48656544
6.294449,5.6048737,-0.54293334
-51.67212,2.6442692,-0.5616515
37.01684,8.021854,0.20579305
-30.450191,-10.366586,-2.4709039
-38.520782,-9.697698,1.0481102
-50.86374,2.1106129,-0.07497935
13.577106,-17.255133,0.39297464
30.390451,-8.121436,0.29938385
34.986183,0.72045046,1.2352918
-21.223864,0.6044043,1.2352918
15.729851,-17.721195,0.86092865
-37.15142,-9.376003,-0.54293334
28.035006,-11.14143,0.44912913
6.1855965,-1.8680704,-0.16857015
4.4807725,14.066542,0.11220226
25.61931,-13.828248,0.11220226
13.194673,-18.173191,-1.0108874
30.347252,-8.170496,0.86092865
-1.941132,15.500586,-0.54293334
5.082205,8.91975,-0.54293334
37.70944,13.704649,0.11220226
19.398073,-17.273325,0.4678473
1.5419245,14.713499,-0.54293334
34.51291,-0.7633793,0.86092865
8.159085,-12.525658,0.48656544
5.7533407,-5.3995547,-0.07497935
-15.70013,10.943582,-0.44934255
-21.10224,-0.944998,-0.16857015
-46.8163,-2.7362673,0.67374706
36.02219,4.9970117,1.7968366
6.024357,-3.3867102,-0.26216096
36.005,4.9274244,1.0481102
29.17344,-9.785687,0.44912913
-20.700743,1.4380777,0.95451945
-21.87108,-2.173466,-0.58036965
-23.894287,-5.397616,0.67374706
30.314667,-8.982447,-0.63652414
3.0965245,12.244927,-0.54293334
-18.186346,8.368637,-0.9360147
-50.659412,1.221951,-0.63652414
38.09744,13.026055,0.29938385
-0.9410989,15.605101,0.48656544
-7.7619076,17.018604,0.86092865
15.263622,-18.779165,-1.5724322
4.42626,-2.1362417,-0.54293334
-8.756493,17.851784,-0.54293334
-2.2405412,15.29542,-1.0108874
-9.405303,18.131042,-1.0108874
-38.061634,-9.057806,-1.0108874
8.398664,-13.855785,-1.0108874
28.84282,-11.106535,-0.9172965
38.733505,17.179148,1.0481102
4.644594,0.13666062,-0.54293334
4.5883684,-4.8241625,-0.54293334
28.40376,-10.890904,0.20579305
-25.393003,-6.232065,-1.0108874
-46.847366,-2.2367868,-1.0108874
-9.051737,16.383085,1.0481102
3.9257574,11.315214,-0.54293334
-28.452631,-9.381013,0.67374706
4.6433167,-4.503654,-0.54293334
28.278996,-10.971241,0.48656544
9.04765,-13.884874,0.48656544
0.6865721,15.442466,-0.54293334
-5.2496123,18.372044,-0.54293334
6.246799,6.142734,-0.54293334
36.436882,6.7005157,1.0481102
4.5848174,-0.33427006,-0.54293334
